ID,numerical__Area,numerical__Perimeter,numerical__MajorAxisLength,numerical__MinorAxisLength,numerical__AspectRation,numerical__Eccentricity,numerical__ConvexArea,numerical__EquivDiameter,numerical__Extent,numerical__Solidity,numerical__roundness,numerical__Compactness,numerical__ShapeFactor1
4148,0.4795111888616864,0.7561702552005659,0.902579695767087,0.3599716709337865,0.9577993385708552,0.918845998154197,0.4957979458118647,0.6632362841529611,-2.1663560927879826,-1.6905442770897157,-0.981744231844032,-1.0445689982159072,-0.5679602040353006
13224,-0.49798026628477,-0.6010610527088828,-0.5806522482455149,-0.4567163431199728,-0.3868562911173258,-0.1136769801573237,-0.5005470979817815,-0.5376526131584158,0.0273341173032373,0.4455269328847839,0.707460343956393,0.2983001905428892,0.4160152926886454
9754,-0.0963503996532305,-0.067614034366507,-0.0956187792648424,0.0973580930840185,-0.2987172442005708,-0.0194029254135794,-0.1026808114899718,-0.0031928231734865,0.7223355371809893,0.6939599638368265,0.3271822268266038,0.1745003429053412,-0.3123761858932461
9159,-0.2254980862401066,-0.2459632723900101,-0.2008233143169392,-0.1418809401292192,-0.1491929246307778,0.1292971099943527,-0.2310486104914657,-0.1674633778164504,1.204941428965003,0.6858152922006052,0.5483886235812788,0.0454357019461322,-0.0354084299281046
10139,-1.007341197592291,-1.3836612612241352,-1.51543543342427,-0.9744961733957708,-1.5499908593841645,-2.143263833863066,-1.0031362513722455,-1.3527713067425386,1.2055052529842936,-0.7514668336682873,1.2245029860556689,1.772515383959188,1.3565064385776828
833,-0.5049713610168296,-0.6992075012755496,-0.8607336468188483,-0.0975319638014115,-1.3708660211102996,-1.6861535400645404,-0.5116642464562698,-0.5476341074838621,0.6403055750297514,1.1273062915891603,1.5511785306386443,1.5510881064848343,-0.1069741823191017
11776,-0.729504862069904,-0.9177794695637144,-0.8744014299960183,-0.8310958970423532,-0.3899021399730855,-0.1170291569815468,-0.7301447625485561,-0.8837916899842221,0.6798823236680397,0.2666580675293536,0.7359758858913232,0.3058678482400607,1.0482141708592787
10956,-0.8347123120621176,-1.052900589424837,-1.014654804697539,-1.0194307062231047,-0.3749828195242807,-0.1006709399496525,-0.8348004563446457,-1.0533414187014083,0.0787918962670676,0.2281343972024607,0.5427769001822328,0.292448489113175,1.4167695157935831
5331,1.17582422417482,1.3554978029716724,1.5814552039333587,0.985896507929382,1.0722213751735576,0.9782268178756472,1.172264675191532,1.3648737765618082,0.3697486567185856,-0.0095422086455758,-0.5949279740559948,-1.089434618959251,-1.2036722412588288
11061,-0.8185816398266825,-1.0468384793640644,-0.9547879238850892,-1.0344736041673883,-0.2152067715529368,0.065302039230085,-0.8206269317034552,-1.0267714117499829,1.4337861528354048,0.637601264454839,0.7310419918063611,0.1140578157142622,1.4555219605442546
2717,0.5796714094863643,1.1931508554781038,0.7019026286234992,0.7382179191188634,0.1289034489298371,0.3734189095993511,0.5935683965950539,0.7701725983587866,-0.9986954619946962,-1.431147707282267,-2.6899345353544275,-0.2360622013227049,-1.0057845197927835
4559,0.684026286950278,0.8693903107697681,1.0226813609844276,0.6206582907034303,0.763398742258117,0.8103769626128461,0.6896595198141209,0.8792286362632853,0.8557900139210401,-0.6951008953390097,-0.4449915205304989,-0.8374172207882965,-0.8739062775573145
7513,-0.5616162797970782,-0.6973594677235362,-0.708348909607858,-0.4964545158044588,-0.5734820403801789,-0.3317607021872717,-0.5624806985466049,-0.6295158029181401,0.6032392550755855,0.2027803212405751,0.8290877012236922,0.5180251210182507,0.4688707117369064
9211,-0.2154377304061672,-0.1559696385086161,-0.1676520297851365,-0.1398222214832958,-0.0933562116373636,0.181502217283473,-0.2184200672092675,-0.1544318992505589,0.8364779647849087,0.3345678583576931,-0.0653054966026622,-0.0346092764077368,-0.017992573519017
12182,-0.6747697057530473,-0.8638971579688913,-0.7808473878499412,-0.7726625260751214,-0.2904609217452836,-0.0108341156794669,-0.6801008011377172,-0.798849294408606,1.1534935550070518,1.1136548621630804,0.9641383432926453,0.2075031100031063,0.9305241758904238
10727,-0.8683377725782675,-1.161463227102853,-1.1968636469954856,-0.8939874496222942,-0.9758930674729208,-0.9096194449951404,-0.8701670948450574,-1.109444927693056,0.8120660574300866,0.6485263592429897,1.1664326848532272,0.996293034828416,1.173604920785365
2482,0.4385536046021569,0.6293046185553833,0.4780306508846371,0.6838824568113051,-0.1361923704350889,0.1416060495415839,0.4340658645547361,0.6188349471022949,-0.6463532590209926,0.2363893507514329,-0.4782857213449976,0.0381041931525026,-0.9616381010054256
